date,symbol,marketcapname,sector
14-08-2018,UTINIFTETF,Smallcap,Indices
16-08-2018,ZENSARTECH,Midcap,I.T
16-08-2018,KILITCH,Smallcap,Pharmaceuticals
16-08-2018,DATAMATICS,Smallcap,I.T
16-08-2018,KICL,Smallcap,Finance
17-08-2018,ORISSAMINE,Smallcap,Industrials
17-08-2018,KIOCL,Largecap,Industrials
17-08-2018,SANDHAR,Smallcap,Auto
17-08-2018,HOVS,Smallcap,I.T
21-08-2018,CESC,Largecap,Miscellaneous
21-08-2018,SUNDRMBRAK,Smallcap,Auto
21-08-2018,KAJARIACER,Midcap,Industrials
21-08-2018,UNIENTER,Smallcap,Services
21-08-2018,ZUARIIND,Smallcap,FMCG
21-08-2018,GRINDWELL,Largecap,FMCG
21-08-2018,JAYBARMARU,Smallcap,Auto
21-08-2018,STEL,Smallcap,Finance
21-08-2018,CNXNIFTYJUNIOR,Smallcap,Indices
21-08-2018,CNXPHARMA,Smallcap,Indices
21-08-2018,SUVEN,Smallcap,Pharmaceuticals
21-08-2018,POLYMED,Largecap,Pharmaceuticals
21-08-2018,ZUARI,Smallcap,Industrials
23-08-2018,AMRUTANJAN,Smallcap,Pharmaceuticals
23-08-2018,BBTC,Midcap,Auto
23-08-2018,GUFICBIO,Smallcap,Pharmaceuticals
23-08-2018,DIAMONDYD,Smallcap,FMCG
23-08-2018,BAJAJCON,Smallcap,FMCG
24-08-2018,AMRUTANJAN,Smallcap,Pharmaceuticals
24-08-2018,AJMERA,Smallcap,Realty
24-08-2018,SASTASUNDR,Smallcap,Finance
27-08-2018,SUNDARMFIN,Largecap,Finance
27-08-2018,SHALPAINTS,Smallcap,Industrials
27-08-2018,SUPREMEIND,Largecap,FMCG
27-08-2018,HIKAL,Smallcap,Pharmaceuticals
27-08-2018,ELECTHERM,Smallcap,Metals
27-08-2018,ZYDUSWELL,Midcap,FMCG
27-08-2018,INDNIPPON,Smallcap,Auto
27-08-2018,SHOPERSTOP,Midcap,FMCG
27-08-2018,MOIL,Midcap,Industrials
27-08-2018,RHIM,Midcap,Industrials
28-08-2018,WENDT,Smallcap,FMCG
28-08-2018,VINDHYATEL,Smallcap,Realty
28-08-2018,MUNJALSHOW,Smallcap,Auto
28-08-2018,SADBHAV,Smallcap,Realty
28-08-2018,EMMBI,Smallcap,Services
28-08-2018,KIRLOSENG,Midcap,FMCG
28-08-2018,LICNETFN50,Smallcap,Indices
29-08-2018,WENDT,Smallcap,FMCG
29-08-2018,JAYSREETEA,Smallcap,FMCG
29-08-2018,TASTYBITE,Smallcap,FMCG
29-08-2018,ASPINWALL,Smallcap,Services
29-08-2018,UNITEDTEA,Smallcap,FMCG
29-08-2018,ITDC,Midcap,Services
29-08-2018,NSIL,Smallcap,Finance
29-08-2018,SADBHAV,Smallcap,Realty
29-08-2018,KIRLOSENG,Midcap,FMCG
30-08-2018,BOSCHLTD,Largecap,Auto
30-08-2018,GREAVESCOT,Midcap,FMCG
30-08-2018,HINDNATGLS,Smallcap,Industrials
30-08-2018,WILLAMAGOR,Smallcap,Finance
30-08-2018,KITEX,Smallcap,FMCG
30-08-2018,NILKAMAL,Smallcap,FMCG
30-08-2018,ITI,Largecap,Aerospace & Defence
30-08-2018,UNITEDTEA,Smallcap,FMCG
30-08-2018,MAHLOG,Smallcap,Services
30-08-2018,SHALBY,Smallcap,Pharmaceuticals
30-08-2018,EMKAY,Smallcap,Services
31-08-2018,CNXIT,Smallcap,Indices
31-08-2018,NUCLEUS,Smallcap,I.T
31-08-2018,TIIL,Midcap,Metals
31-08-2018,BROOKS,Smallcap,Pharmaceuticals
03-09-2018,FOSECOIND,Smallcap,Industrials
03-09-2018,ALBERTDAVD,Smallcap,Pharmaceuticals
03-09-2018,HIKAL,Smallcap,Pharmaceuticals
03-09-2018,AGARIND,Smallcap,Oils
03-09-2018,CIEINDIA,Midcap,Industrials
03-09-2018,SMSPHARMA,Smallcap,Pharmaceuticals
03-09-2018,TBZ,Smallcap,Miscellaneous
04-09-2018,MMFL,Smallcap,Industrials
04-09-2018,STEL,Smallcap,Finance
04-09-2018,AARTIDRUGS,Smallcap,Pharmaceuticals
05-09-2018,CREST,Smallcap,Finance
05-09-2018,NRAIL,Smallcap,Industrials
05-09-2018,SUBROS,Smallcap,Auto
05-09-2018,SICALLOG,Smallcap,Services
05-09-2018,MUTHOOTFIN,Largecap,Finance
05-09-2018,APLLTD,Midcap,Pharmaceuticals
05-09-2018,UTISENSETF,Smallcap,Indices
05-09-2018,ADVENZYMES,Smallcap,Pharmaceuticals
06-09-2018,BBL,Smallcap,FMCG
06-09-2018,STARPAPER,Smallcap,Industrials
07-09-2018,JINDALPOLY,Smallcap,Textiles
07-09-2018,SESHAPAPER,Smallcap,Industrials
07-09-2018,HUHTAMAKI,Smallcap,Services
07-09-2018,ADORWELD,Smallcap,FMCG
07-09-2018,RATNAMANI,Largecap,Metals
07-09-2018,MASTEK,Midcap,I.T
07-09-2018,HAL,Largecap,Aerospace & Defence
07-09-2018,ALICON,Smallcap,Industrials
07-09-2018,LINCOLN,Smallcap,Pharmaceuticals
07-09-2018,ATULAUTO,Smallcap,Auto
07-09-2018,SRHHYPOLTD,Smallcap,Industrials
07-09-2018,AURUM,Smallcap,I.T
07-09-2018,LICNFNHGP,Smallcap,Indices
10-09-2018,MFSL,Largecap,Finance
10-09-2018,BALPHARMA,Smallcap,Pharmaceuticals
10-09-2018,SANDESH,Smallcap,Media
10-09-2018,HOVS,Smallcap,I.T
10-09-2018,SRHHYPOLTD,Smallcap,Industrials
10-09-2018,SHARDAMOTR,Midcap,Auto
11-09-2018,SFL,Midcap,FMCG
11-09-2018,DREDGECORP,Smallcap,Miscellaneous
11-09-2018,STERTOOLS,Smallcap,Industrials
11-09-2018,TAJGVK,Smallcap,Services
11-09-2018,ALLDIGI,Smallcap,I.T
11-09-2018,ASAHISONG,Smallcap,Industrials
14-09-2018,BALRAMCHIN,Midcap,FMCG
14-09-2018,BANARISUG,Smallcap,FMCG
14-09-2018,ANDHRSUGAR,Smallcap,Industrials
14-09-2018,DHAMPURSUG,Smallcap,FMCG
14-09-2018,EIDPARRY,Midcap,FMCG
14-09-2018,KAKATCEM,Smallcap,Industrials
14-09-2018,UNIENTER,Smallcap,Services
14-09-2018,MAGADSUGAR,Smallcap,FMCG
14-09-2018,GREENPLY,Smallcap,Plywood Boards/Laminates
14-09-2018,PONNIERODE,Smallcap,FMCG
14-09-2018,UTTAMSUGAR,Smallcap,FMCG
14-09-2018,KOLTEPATIL,Smallcap,Realty
17-09-2018,BANARISUG,Smallcap,FMCG
17-09-2018,ANDHRSUGAR,Smallcap,Industrials
17-09-2018,DALMIASUG,Smallcap,FMCG
17-09-2018,EIDPARRY,Midcap,FMCG
17-09-2018,ZODIACLOTH,Smallcap,FMCG
17-09-2018,APCOTEXIND,Smallcap,Industrials
17-09-2018,MAGADSUGAR,Smallcap,FMCG
17-09-2018,PONNIERODE,Smallcap,FMCG
17-09-2018,OFSS,Largecap,I.T
17-09-2018,DYNPRO,Smallcap,Industrials
18-09-2018,UNIENTER,Smallcap,Services
18-09-2018,MAGADSUGAR,Smallcap,FMCG
18-09-2018,BHARATWIRE,Smallcap,Metals
19-09-2018,POKARNA,Smallcap,Miscellaneous
19-09-2018,AIAENG,Largecap,Industrials
19-09-2018,DELPHIFX,Smallcap,Finance
21-09-2018,JKLAKSHMI,Midcap,Industrials
21-09-2018,NELCAST,Smallcap,Industrials
21-09-2018,ARVSMART,Smallcap,Realty
24-09-2018,NIFTYEES,Smallcap,Indices
25-09-2018,AUTOIND,Smallcap,Auto
26-09-2018,ASTRAMICRO,Midcap,Aerospace & Defence
26-09-2018,ORIENTCEM,Midcap,Industrials
28-09-2018,GRPLTD,Smallcap,FMCG
01-10-2018,PODDARHOUS,Smallcap,Realty
01-10-2018,IVZINNIFTY,Smallcap,Indices
03-10-2018,KSB,Midcap,FMCG
03-10-2018,GALAXYSURF,Midcap,Industrials
05-10-2018,BRNL,Smallcap,Realty
08-10-2018,SETF10GILT,Smallcap,Indices
09-10-2018,GOACARBON,Smallcap,Oils
10-10-2018,ADORWELD,Smallcap,FMCG
11-10-2018,STCINDIA,Smallcap,Services
11-10-2018,CIEINDIA,Midcap,Industrials
12-10-2018,BOMDYEING,Smallcap,Textiles
12-10-2018,NESCO,Midcap,Realty
12-10-2018,SECURKLOUD,Smallcap,I.T
12-10-2018,KALYANIFRG,Smallcap,Industrials
12-10-2018,TTKPRESTIG,Midcap,FMCG
12-10-2018,ADVENZYMES,Smallcap,Pharmaceuticals
15-10-2018,KILITCH,Smallcap,Pharmaceuticals
15-10-2018,KOTHARIPRO,Smallcap,Services
15-10-2018,BRIGADE,Largecap,Realty
16-10-2018,RUBYMILLS,Smallcap,Textiles
16-10-2018,BHARATGEAR,Smallcap,Auto
16-10-2018,PITTIENG,Smallcap,FMCG
16-10-2018,UNITEDTEA,Smallcap,FMCG
16-10-2018,FINEORG,Midcap,Industrials
16-10-2018,APTECHT,Smallcap,I.T
16-10-2018,RANEENGINE,Smallcap,Auto
16-10-2018,LOVABLE,Smallcap,Textiles
16-10-2018,RUPA,Smallcap,FMCG
17-10-2018,SHAKTIPUMP,Midcap,FMCG
17-10-2018,HCG,Midcap,Pharmaceuticals
19-10-2018,SUDARSCHEM,Midcap,Industrials
22-10-2018,GROBTEA,Smallcap,FMCG
22-10-2018,GKWLIMITED,Smallcap,
22-10-2018,AGARIND,Smallcap,Oils
23-10-2018,LINDEINDIA,Largecap,Industrials
26-10-2018,KOLTEPATIL,Smallcap,Realty
26-10-2018,KIRLOSENG,Midcap,FMCG
29-10-2018,SESHAPAPER,Smallcap,Industrials
29-10-2018,PIIND,Largecap,Industrials
29-10-2018,VINYLINDIA,Smallcap,Services
29-10-2018,PRIVISCL,Midcap,Industrials
29-10-2018,LINC,Smallcap,Miscellaneous
30-10-2018,AMRUTANJAN,Smallcap,Pharmaceuticals
30-10-2018,HIRECT,Smallcap,FMCG
30-10-2018,UNICHEMLAB,Smallcap,Pharmaceuticals
30-10-2018,THANGAMAYL,Smallcap,Miscellaneous
31-10-2018,VEEDOL,Smallcap,Industrials
31-10-2018,ORISSAMINE,Smallcap,Industrials
31-10-2018,REPRO,Smallcap,Miscellaneous
31-10-2018,NITINSPIN,Smallcap,Textiles
31-10-2018,AHLUCONT,Midcap,Realty
31-10-2018,NELCAST,Smallcap,Industrials
01-11-2018,CENTENKA,Smallcap,Textiles
01-11-2018,ALKYLAMINE,Midcap,Industrials
01-11-2018,DVL,Smallcap,Services
01-11-2018,APOLSINHOT,Smallcap,Services
01-11-2018,SHEMAROO,Smallcap,Media
01-11-2018,KAYA,Smallcap,Pharmaceuticals
02-11-2018,GNFC,Midcap,Industrials
02-11-2018,JINDRILL,Smallcap,Oils
02-11-2018,SIS,Smallcap,Miscellaneous
02-11-2018,LIBERTSHOE,Smallcap,FMCG
02-11-2018,GEECEE,Smallcap,Realty
02-11-2018,TRITURBINE,Largecap,FMCG
02-11-2018,GNA,Smallcap,Auto
05-11-2018,TCPLPACK,Smallcap,Services
05-11-2018,JAYAGROGN,Smallcap,Industrials
05-11-2018,AURUM,Smallcap,I.T
06-11-2018,ORISSAMINE,Smallcap,Industrials
06-11-2018,BALMLAWRIE,Smallcap,Miscellaneous
09-11-2018,LINDEINDIA,Largecap,Industrials
09-11-2018,HAL,Largecap,Aerospace & Defence
09-11-2018,HOVS,Smallcap,I.T
12-11-2018,SMSLIFE,Smallcap,Pharmaceuticals
12-11-2018,POKARNA,Smallcap,Miscellaneous
12-11-2018,SMSPHARMA,Smallcap,Pharmaceuticals
12-11-2018,INSECTICID,Smallcap,Industrials
13-11-2018,GODREJIND,Largecap,Industrials
13-11-2018,LMW,Midcap,Industrials
13-11-2018,NAHARSPING,Smallcap,Textiles
13-11-2018,VHL,Smallcap,Finance
13-11-2018,DECCANCE,Smallcap,Industrials
13-11-2018,NIPPOBATRY,Smallcap,Miscellaneous
13-11-2018,APOLSINHOT,Smallcap,Services
13-11-2018,SMSLIFE,Smallcap,Pharmaceuticals
13-11-2018,HITECHCORP,Smallcap,Services
13-11-2018,RITES,Midcap,Miscellaneous
13-11-2018,POKARNA,Smallcap,Miscellaneous
13-11-2018,NAHARCAP,Smallcap,Finance
13-11-2018,ASHOKA,Midcap,Realty
14-11-2018,BINANIIND,Smallcap,Miscellaneous
14-11-2018,VHL,Smallcap,Finance
14-11-2018,TATAINVEST,Largecap,Finance
14-11-2018,HITECHCORP,Smallcap,Services
14-11-2018,IFGLEXPOR,Smallcap,Industrials
14-11-2018,NEWGEN,Largecap,I.T
14-11-2018,AHLEAST,Smallcap,Services
15-11-2018,DYNAMATECH,Midcap,FMCG
15-11-2018,BHARATGEAR,Smallcap,Auto
15-11-2018,VADILALIND,Smallcap,FMCG
15-11-2018,SHANTIGEAR,Smallcap,FMCG
15-11-2018,ECLERX,Midcap,I.T
15-11-2018,SREEL,Smallcap,Services
16-11-2018,BAJAJHLDNG,Largecap,Finance
16-11-2018,INDIANHUME,Smallcap,Realty
16-11-2018,GUJAPOLLO,Smallcap,FMCG
16-11-2018,AHLEAST,Smallcap,Services
19-11-2018,BINANIIND,Smallcap,Miscellaneous
19-11-2018,BLUESTARCO,Largecap,FMCG
19-11-2018,DELPHIFX,Smallcap,Finance
19-11-2018,RHIM,Midcap,Industrials
19-11-2018,LICNFNHGP,Smallcap,Indices
20-11-2018,CHEMFAB,Smallcap,Industrials
20-11-2018,KDDL,Smallcap,FMCG
21-11-2018,AXISCADES,Smallcap,I.T
21-11-2018,EMKAY,Smallcap,Services
21-11-2018,MINDACORP,Midcap,Auto
21-11-2018,VRLLOG,Smallcap,Services
22-11-2018,MAHSEAMLES,Midcap,Metals
22-11-2018,DEEPAKFERT,Midcap,Industrials
22-11-2018,INDHOTEL,Largecap,Services
22-11-2018,GMBREW,Smallcap,FMCG
22-11-2018,HUHTAMAKI,Smallcap,Services
22-11-2018,GVT&D,Largecap,FMCG
22-11-2018,EIHAHOTELS,Smallcap,Services
22-11-2018,TAJGVK,Smallcap,Services
22-11-2018,GNA,Smallcap,Auto
26-11-2018,ESABINDIA,Midcap,FMCG
26-11-2018,RSWM,Smallcap,Textiles
26-11-2018,SIS,Smallcap,Miscellaneous
26-11-2018,MATRIMONY,Smallcap,Miscellaneous
26-11-2018,INDOCO,Smallcap,Pharmaceuticals
26-11-2018,GUJGASLTD,Largecap,Industrials
27-11-2018,GOCLCORP,Smallcap,Industrials
27-11-2018,UNICHEMLAB,Smallcap,Pharmaceuticals
27-11-2018,ZYDUSWELL,Midcap,FMCG
27-11-2018,SOMANYCERA,Smallcap,Industrials
27-11-2018,AGRITECH,Smallcap,Miscellaneous
27-11-2018,MONTECARLO,Smallcap,Textiles
28-11-2018,SUNDARMFIN,Largecap,Finance
28-11-2018,ITDCEM,Midcap,Realty
28-11-2018,VADILALIND,Smallcap,FMCG
28-11-2018,OPTIEMUS,Midcap,Services
29-11-2018,NEULANDLAB,Midcap,Pharmaceuticals
29-11-2018,ASTRON,Smallcap,Industrials
29-11-2018,ROHLTD,Smallcap,Services
29-11-2018,UTINIFTETF,Smallcap,Indices
30-11-2018,STARPAPER,Smallcap,Industrials
30-11-2018,ACCELYA,Smallcap,I.T
03-12-2018,POLYMED,Largecap,Pharmaceuticals
04-12-2018,PONNIERODE,Smallcap,FMCG
05-12-2018,CAPTRUST,Smallcap,Finance
05-12-2018,TRIGYN,Smallcap,I.T
07-12-2018,DICIND,Smallcap,Industrials
07-12-2018,KOTAKBANK,Largecap,Bank
07-12-2018,FMGOETZE,Smallcap,Auto
07-12-2018,MUTHOOTCAP,Smallcap,Finance
07-12-2018,PANACEABIO,Smallcap,Pharmaceuticals
07-12-2018,MUTHOOTFIN,Largecap,Finance
10-12-2018,MANGALAM,Smallcap,Pharmaceuticals
12-12-2018,ORISSAMINE,Smallcap,Industrials
12-12-2018,EVERESTIND,Smallcap,Industrials
12-12-2018,SECURKLOUD,Smallcap,I.T
12-12-2018,VAIBHAVGBL,Smallcap,Miscellaneous
12-12-2018,RAMCOSYS,Smallcap,I.T
13-12-2018,ORISSAMINE,Smallcap,Industrials
13-12-2018,VISAKAIND,Smallcap,Industrials
13-12-2018,ZODIACLOTH,Smallcap,FMCG
13-12-2018,AAVAS,Midcap,Finance
13-12-2018,SHAKTIPUMP,Midcap,FMCG
13-12-2018,RBL,Smallcap,Auto
13-12-2018,RPPINFRA,Smallcap,Realty
14-12-2018,GOACARBON,Smallcap,Oils
17-12-2018,RSWM,Smallcap,Textiles
17-12-2018,UNIENTER,Smallcap,Services
17-12-2018,STCINDIA,Smallcap,Services
17-12-2018,GUJAPOLLO,Smallcap,FMCG
17-12-2018,EIHAHOTELS,Smallcap,Services
17-12-2018,BALMLAWRIE,Smallcap,Miscellaneous
17-12-2018,VIMTALABS,Smallcap,Pharmaceuticals
17-12-2018,ITDC,Midcap,Services
17-12-2018,TRITURBINE,Largecap,FMCG
17-12-2018,KAYA,Smallcap,Pharmaceuticals
18-12-2018,ITDCEM,Midcap,Realty
18-12-2018,ADORWELD,Smallcap,FMCG
18-12-2018,ELGIEQUIP,Midcap,FMCG
18-12-2018,TIIL,Midcap,Metals
19-12-2018,PRSMJOHNSN,Midcap,Industrials
19-12-2018,MARATHON,Smallcap,Realty
19-12-2018,AJMERA,Smallcap,Realty
19-12-2018,CDSL,Largecap,Financial Services
19-12-2018,LIBERTSHOE,Smallcap,FMCG
19-12-2018,AMBER,Largecap,FMCG
19-12-2018,RML,Smallcap,Auto
19-12-2018,HOVS,Smallcap,I.T
19-12-2018,KOLTEPATIL,Smallcap,Realty
19-12-2018,JKIL,Midcap,Realty
19-12-2018,GLOBUSSPR,Smallcap,FMCG
19-12-2018,EMAMIREAL,Smallcap,Realty
19-12-2018,SHARDACROP,Midcap,Industrials
19-12-2018,ARVSMART,Smallcap,Realty
19-12-2018,QUICKHEAL,Smallcap,I.T
20-12-2018,GENESYS,Smallcap,I.T
20-12-2018,AJMERA,Smallcap,Realty
20-12-2018,SUPERHOUSE,Smallcap,FMCG
20-12-2018,APOLSINHOT,Smallcap,Services
20-12-2018,FINEORG,Midcap,Industrials
20-12-2018,NAVINFLUOR,Midcap,Industrials
20-12-2018,AHLUCONT,Midcap,Realty
20-12-2018,NELCAST,Smallcap,Industrials
20-12-2018,KIRLOSENG,Midcap,FMCG
20-12-2018,SATIN,Smallcap,Finance
21-12-2018,AMRUTANJAN,Smallcap,Pharmaceuticals
21-12-2018,DHANUKA,Midcap,Industrials
21-12-2018,CMICABLES,Smallcap,Industrials
21-12-2018,GKWLIMITED,Smallcap,
21-12-2018,APOLSINHOT,Smallcap,Services
21-12-2018,KOTHARIPRO,Smallcap,Services
21-12-2018,AGARIND,Smallcap,Oils
21-12-2018,CAREERP,Smallcap,Services
21-12-2018,LOVABLE,Smallcap,Textiles
24-12-2018,BANCOINDIA,Midcap,Auto
26-12-2018,VADILALIND,Smallcap,FMCG
26-12-2018,BRIGADE,Largecap,Realty
26-12-2018,MOLDTKPAC,Smallcap,Services
27-12-2018,AKZOINDIA,Midcap,Industrials
27-12-2018,SELAN,Smallcap,Oils
27-12-2018,OLECTRA,Midcap,Auto
27-12-2018,JBMA,Midcap,Auto
27-12-2018,NITINSPIN,Smallcap,Textiles
27-12-2018,KKCL,Smallcap,FMCG
27-12-2018,KNRCON,Midcap,Realty
27-12-2018,SREEL,Smallcap,Services
28-12-2018,RUBYMILLS,Smallcap,Textiles
28-12-2018,SOTL,Smallcap,Oils
28-12-2018,OLECTRA,Midcap,Auto
31-12-2018,ATFL,Smallcap,FMCG
31-12-2018,GABRIEL,Midcap,Auto
31-12-2018,GMBREW,Smallcap,FMCG
31-12-2018,IVP,Smallcap,Industrials
31-12-2018,JAYSREETEA,Smallcap,FMCG
31-12-2018,BUTTERFLY,Smallcap,FMCG
31-12-2018,DREDGECORP,Smallcap,Miscellaneous
31-12-2018,MENONBE,Smallcap,Auto
31-12-2018,KIOCL,Largecap,Industrials
31-12-2018,ITDC,Midcap,Services
01-01-2019,SANGAMIND,Smallcap,Textiles
01-01-2019,BUTTERFLY,Smallcap,FMCG
01-01-2019,DREDGECORP,Smallcap,Miscellaneous
01-01-2019,ATULAUTO,Smallcap,Auto
01-01-2019,KOLTEPATIL,Smallcap,Realty
01-01-2019,DELPHIFX,Smallcap,Finance
02-01-2019,SMSLIFE,Smallcap,Pharmaceuticals
02-01-2019,SMARTLINK,Smallcap,Finance
02-01-2019,JSWHL,Midcap,Finance
02-01-2019,INDOTECH,Smallcap,FMCG
02-01-2019,DLINKINDIA,Smallcap,Services
02-01-2019,TRITURBINE,Largecap,FMCG
03-01-2019,ASAHIINDIA,Midcap,Industrials
03-01-2019,SMSLIFE,Smallcap,Pharmaceuticals
03-01-2019,TIINDIA,Largecap,Metals
03-01-2019,DOLLAR,Smallcap,FMCG
03-01-2019,HATSUN,Largecap,FMCG
03-01-2019,JSWHL,Midcap,Finance
03-01-2019,INDOTECH,Smallcap,FMCG
03-01-2019,SMSPHARMA,Smallcap,Pharmaceuticals
04-01-2019,HIRECT,Smallcap,FMCG
04-01-2019,KILITCH,Smallcap,Pharmaceuticals
04-01-2019,KREBSBIO,Smallcap,Pharmaceuticals
04-01-2019,SMSLIFE,Smallcap,Pharmaceuticals
04-01-2019,HAL,Largecap,Aerospace & Defence
07-01-2019,IMPAL,Smallcap,Auto
07-01-2019,VHL,Smallcap,Finance
07-01-2019,SILINV,Smallcap,Finance
07-01-2019,STARCEMENT,Midcap,Industrials
07-01-2019,ORIENTBELL,Smallcap,Industrials
07-01-2019,ARIES,Smallcap,Industrials
08-01-2019,MARATHON,Smallcap,Realty
08-01-2019,TRF,Smallcap,FMCG
08-01-2019,SILINV,Smallcap,Finance
09-01-2019,MATRIMONY,Smallcap,Miscellaneous
09-01-2019,SANDESH,Smallcap,Media
09-01-2019,JAGRAN,Smallcap,Media
09-01-2019,KIRIINDUS,Smallcap,Industrials
09-01-2019,DBCORP,Smallcap,Media
09-01-2019,RPPINFRA,Smallcap,Realty
10-01-2019,MAHSCOOTER,Midcap,Finance
10-01-2019,UNIENTER,Smallcap,Services
10-01-2019,ASTRAZEN,Midcap,Pharmaceuticals
10-01-2019,ADORWELD,Smallcap,FMCG
10-01-2019,LINDEINDIA,Largecap,Industrials
10-01-2019,GOODLUCK,Smallcap,Metals
10-01-2019,HOVS,Smallcap,I.T
11-01-2019,SALONA,Smallcap,Textiles
11-01-2019,RSWM,Smallcap,Textiles
11-01-2019,VIMTALABS,Smallcap,Pharmaceuticals
11-01-2019,CAPLIPOINT,Midcap,Pharmaceuticals
11-01-2019,ISEC,Largecap,Services
11-01-2019,KRBL,Midcap,FMCG
11-01-2019,EVEREADY,Smallcap,Miscellaneous
11-01-2019,APTECHT,Smallcap,I.T
14-01-2019,BHARATGEAR,Smallcap,Auto
14-01-2019,SYMPHONY,Midcap,FMCG
14-01-2019,WILLAMAGOR,Smallcap,Finance
14-01-2019,AARTIDRUGS,Smallcap,Pharmaceuticals
14-01-2019,SOLARA,Smallcap,Pharmaceuticals
14-01-2019,GNA,Smallcap,Auto
15-01-2019,FOSECOIND,Smallcap,Industrials
15-01-2019,IFBIND,Midcap,FMCG
15-01-2019,JBCHEPHARM,Largecap,Pharmaceuticals
15-01-2019,IFBAGRO,Smallcap,FMCG
15-01-2019,VINYLINDIA,Smallcap,Services
15-01-2019,POKARNA,Smallcap,Miscellaneous
15-01-2019,UTINIFTETF,Smallcap,Indices
15-01-2019,GUJGASLTD,Largecap,Industrials
15-01-2019,SADBHIN,Smallcap,Realty
15-01-2019,COFFEEDAY,Smallcap,Quick Service Restaurant
16-01-2019,DENORA,Smallcap,FMCG
16-01-2019,FOSECOIND,Smallcap,Industrials
16-01-2019,PCBL,Midcap,Industrials
16-01-2019,GRAPHITE,Midcap,FMCG
16-01-2019,HEG,Midcap,FMCG
16-01-2019,ITI,Largecap,Aerospace & Defence
16-01-2019,GODREJAGRO,Midcap,Miscellaneous
16-01-2019,BALAMINES,Midcap,Industrials
16-01-2019,BALAJITELE,Smallcap,Media
16-01-2019,BSOFT,Midcap,I.T
16-01-2019,POKARNA,Smallcap,Miscellaneous
16-01-2019,SPECIALITY,Smallcap,Services
17-01-2019,DENORA,Smallcap,FMCG
17-01-2019,AJMERA,Smallcap,Realty
17-01-2019,SCHAND,Smallcap,Miscellaneous
17-01-2019,PANACEABIO,Smallcap,Pharmaceuticals
17-01-2019,SONATSOFTW,Midcap,I.T
17-01-2019,TVSELECT,Smallcap,I.T
17-01-2019,BRIGADE,Largecap,Realty
17-01-2019,SPECIALITY,Smallcap,Services
17-01-2019,GULFOILLUB,Midcap,Industrials
18-01-2019,MUTHOOTCAP,Smallcap,Finance
18-01-2019,TFCILTD,Smallcap,Finance
21-01-2019,ALKYLAMINE,Midcap,Industrials
21-01-2019,PODDARHOUS,Smallcap,Realty
22-01-2019,BOROLTD,Smallcap,Industrials
22-01-2019,NAM-INDIA,Largecap,Finance
22-01-2019,TVSMOTOR,Largecap,Auto
22-01-2019,DHUNINV,Smallcap,Finance
23-01-2019,FINEORG,Midcap,Industrials
23-01-2019,DHUNINV,Smallcap,Finance
24-01-2019,TTKHLTCARE,Smallcap,Miscellaneous
24-01-2019,CARERATING,Smallcap,Miscellaneous
25-01-2019,BBL,Smallcap,FMCG
25-01-2019,LICNETFSEN,Smallcap,Indices
28-01-2019,THYROCARE,Smallcap,Pharmaceuticals
29-01-2019,HESTERBIO,Smallcap,Pharmaceuticals
30-01-2019,KSB,Midcap,FMCG
30-01-2019,DCMSHRIRAM,Midcap,Miscellaneous
31-01-2019,EIHOTEL,Largecap,Services
31-01-2019,ANDHRAPAP,Smallcap,Industrials
31-01-2019,AVANTIFEED,Midcap,FMCG
31-01-2019,EIHAHOTELS,Smallcap,Services
31-01-2019,VENKEYS,Smallcap,Miscellaneous
31-01-2019,NEULANDLAB,Midcap,Pharmaceuticals
31-01-2019,APEX,Smallcap,Miscellaneous
31-01-2019,SANDHAR,Smallcap,Auto
31-01-2019,SOLARA,Smallcap,Pharmaceuticals
31-01-2019,ECLERX,Midcap,I.T
01-02-2019,DALBHARAT,Largecap,Industrials
01-02-2019,AURUM,Smallcap,I.T
01-02-2019,SADBHIN,Smallcap,Realty
04-02-2019,BAJAJHLDNG,Largecap,Finance
04-02-2019,GRPLTD,Smallcap,FMCG
06-02-2019,MAZDA,Smallcap,FMCG
06-02-2019,PRIVISCL,Midcap,Industrials
07-02-2019,BAJAJELEC,Midcap,FMCG
07-02-2019,ASTRAZEN,Midcap,Pharmaceuticals
08-02-2019,SALZERELEC,Smallcap,FMCG
08-02-2019,SPENCERS,Smallcap,FMCG
11-02-2019,EVEREADY,Smallcap,Miscellaneous
12-02-2019,DECCANCE,Smallcap,Industrials
12-02-2019,HIRECT,Smallcap,FMCG
12-02-2019,PIIND,Largecap,Industrials
13-02-2019,VADILALIND,Smallcap,FMCG
13-02-2019,GUJAPOLLO,Smallcap,FMCG
13-02-2019,NEULANDLAB,Midcap,Pharmaceuticals
13-02-2019,LIBERTSHOE,Smallcap,FMCG
14-02-2019,AUTOAXLES,Smallcap,Auto
14-02-2019,MMFL,Smallcap,Industrials
14-02-2019,ELECTHERM,Smallcap,Metals
14-02-2019,FSC,Smallcap,Services
15-02-2019,ELECTHERM,Smallcap,Metals
15-02-2019,BDL,Largecap,Aerospace & Defence
15-02-2019,APLAPOLLO,Largecap,Metals
18-02-2019,MAGADSUGAR,Smallcap,FMCG
18-02-2019,TECHNOE,Midcap,Realty
19-02-2019,ORISSAMINE,Smallcap,Industrials
19-02-2019,MARATHON,Smallcap,Realty
19-02-2019,EMAMIREAL,Smallcap,Realty
